Cue,Target,Frequency,Semantic,Rhyme,PronCue,NPhonCue,PronCue_processed,NSyllCue,cue_Length,cue_Freq_N,PhonTarget,NPhonTarget,PhonTarget_processed,NSyllTarget,Target_Length,Target_Freq_N,word_dist,pron_dist,category
flag,bag,5,0,1,flag,4,a,1,4,6.59,bag,3,a,1,3,8.4,2,2,3
huge,bag,1,1,0,hjudZ,4,u,1,4,6.96,bag,3,a,1,3,8.4,3,5,0
rag,bag,7,0,1,rag,3,a,1,3,8,bag,3,a,1,3,8.4,1,1,3
tag,bag,8,1,1,tag,3,a,1,3,7.79,bag,3,a,1,3,8.4,1,1,3
bait,bail,1,0,0,bet,3,e,1,4,7.75,bel,3,e,1,4,8.1,1,1,0
flail,bail,2,0,1,flel,4,e,1,5,7.29,bel,3,e,1,4,8.1,2,2,1
hail,bail,6,0,1,hel,3,e,1,4,8.48,bel,3,e,1,4,8.1,1,1,3
male,bail,1,0,1,mel,3,e,1,4,7.75,bel,3,e,1,4,8.1,3,1,0
pail,bail,2,0,1,pel,3,e,1,4,8.03,bel,3,e,1,4,8.1,1,1,1
sail,bail,5,0,1,sel,3,e,1,4,8.47,bel,3,e,1,4,8.1,1,1,3
snail,bail,3,0,1,snel,4,e,1,5,5.84,bel,3,e,1,4,8.1,2,2,2
tail,bail,3,0,1,tel,3,e,1,4,8.04,bel,3,e,1,4,8.1,1,1,2
whale,bail,2,0,1,hwel,4,e,1,5,9.73,bel,3,e,1,4,8.1,4,2,1
date,bait,2,0,1,det,3,e,1,4,8.18,bet,3,e,1,4,7.8,3,1,1
faith,bait,1,0,0,feT,3,e,1,5,6.15,bet,3,e,1,4,7.8,2,2,0
gate,bait,1,0,1,get,3,e,1,4,8.03,bet,3,e,1,4,7.8,3,1,0
hate,bait,7,0,1,het,3,e,1,4,8.18,bet,3,e,1,4,7.8,3,1,3
mate,bait,2,0,1,met,3,e,1,4,8.34,bet,3,e,1,4,7.8,3,1,1
skate,bait,3,0,1,sket,4,e,1,5,8.27,bet,3,e,1,4,7.8,4,2,2
state,bait,2,0,1,stet,4,e,1,5,7.32,bet,3,e,1,4,7.8,4,2,1
wait,bait,6,0,1,wet,3,e,1,4,6.84,bet,3,e,1,4,7.8,1,1,3
bask,bake,1,0,0,bask,4,a,1,4,7.81,bek,3,e,1,4,8.4,2,2,0
cake,bake,29,1,1,kek,3,e,1,4,9.36,bek,3,e,1,4,8.4,1,1,3
fake,bake,4,0,1,fek,3,e,1,4,8.52,bek,3,e,1,4,8.4,1,1,2
lake,bake,6,0,1,lek,3,e,1,4,7.93,bek,3,e,1,4,8.4,1,1,3
rake,bake,12,0,1,rek,3,e,1,4,9.17,bek,3,e,1,4,8.4,1,1,3
snake,bake,8,0,1,snek,4,e,1,5,6.39,bek,3,e,1,4,8.4,2,2,3
steak,bake,7,0,1,stek,4,e,1,5,8.64,bek,3,e,1,4,8.4,4,2,3
wake,bake,17,0,1,wek,3,e,1,4,8.36,bek,3,e,1,4,8.4,1,1,3
bad,bald,1,0,0,bad,3,a,1,3,8.76,bOld,4,O,1,4,7.1,1,2,0
blade,bald,1,0,0,bled,4,e,1,5,6.8,bOld,4,O,1,4,7.1,3,2,0
scald,bald,32,0,1,skOld,5,O,1,5,6.9,bOld,4,O,1,4,7.1,2,2,3
bald,bale,1,0,0,bOld,4,O,1,4,7.09,bel,3,e,1,4,7.7,1,2,0
pale,bale,1,0,1,pel,3,e,1,4,7.54,bel,3,e,1,4,7.7,1,1,0
sail,bale,1,0,1,sel,3,e,1,4,8.47,bel,3,e,1,4,7.7,3,1,0
scale,bale,2,0,1,skel,4,e,1,5,6.35,bel,3,e,1,4,7.7,2,2,1
tale,bale,2,0,1,tel,3,e,1,4,7.86,bel,3,e,1,4,7.7,1,1,1
clock,balk,2,0,1,klAk,4,A,1,5,7.35,bOk,3,O,1,4,7.9,4,3,1
gawk,balk,2,0,1,gOk,3,O,1,4,4.9,bOk,3,O,1,4,7.9,2,1,1
squawk,balk,2,0,1,skwOk,5,O,1,6,3,bOk,3,O,1,4,7.9,4,3,1
talc,balk,4,0,0,talk,4,a,1,4,8.56,bOk,3,O,1,4,7.9,2,3,2
walk,balk,3,0,1,wOk,3,O,1,4,6.69,bOk,3,O,1,4,7.9,1,1,2
all,ball,8,0,1,Ol,2,O,1,3,6.8,bOl,3,O,1,4,8.1,1,1,3
balm,ball,1,0,0,bAm,3,A,1,4,6.91,bOl,3,O,1,4,8.1,1,2,0
base,ball,1,1,0,bes,3,e,1,4,7.55,bOl,3,O,1,4,8.1,2,2,0
blitz,ball,1,0,0,blIts,5,I,1,5,5.42,bOl,3,O,1,4,8.1,4,4,0
bulb,ball,1,0,0,bVlb,4,?,1,4,8.94,bOl,3,O,1,4,8.1,2,2,0
call,ball,9,0,1,kOl,3,O,1,4,7.93,bOl,3,O,1,4,8.1,1,1,3
doll,ball,10,0,1,dAl,3,A,1,4,7.13,bOl,3,O,1,4,8.1,2,2,3
fall,ball,11,0,1,fOl,3,O,1,4,9.46,bOl,3,O,1,4,8.1,1,1,3
haul,ball,3,0,1,hOl,3,O,1,4,7.44,bOl,3,O,1,4,8.1,2,1,2
lab,ball,1,0,0,lab,3,a,1,3,7.7,bOl,3,O,1,4,8.1,3,3,0
pal,ball,2,0,0,pal,3,a,1,3,8.42,bOl,3,O,1,4,8.1,2,2,1
small,ball,5,0,1,smOl,4,O,1,5,9.37,bOl,3,O,1,4,8.1,2,2,3
tall,ball,9,0,1,tOl,3,O,1,4,8.98,bOl,3,O,1,4,8.1,1,1,3
wall,ball,10,0,1,wOl,3,O,1,4,9.13,bOl,3,O,1,4,8.1,1,1,3
FALSE,balls,4,0,0,fOls,4,O,1,5,3.47,bOlz,4,O,1,5,6.2,5,2,2
calm,balm,12,0,1,kAm,3,A,1,4,7.64,bAm,3,A,1,4,6.9,1,1,3
palm,balm,9,0,1,pAlm,4,A,1,4,7.61,bAm,3,A,1,4,6.9,1,2,3
band,ban,3,0,0,band,4,a,1,4,8.22,ban,3,a,1,3,9.4,1,1,2
bank,ban,4,0,0,baNk,4,a,1,4,7.49,ban,3,a,1,3,9.4,1,2,2
can,ban,11,0,1,kan,3,a,1,3,9.45,ban,3,a,1,3,9.4,1,1,3
man,ban,4,0,1,man,3,a,1,3,9.32,ban,3,a,1,3,9.4,1,1,2
plan,ban,1,0,1,plan,4,a,1,4,8.21,ban,3,a,1,3,9.4,2,2,0
sand,ban,1,0,0,sand,4,a,1,4,8.95,ban,3,a,1,3,9.4,2,2,0
tan,ban,7,0,1,tan,3,a,1,3,9.51,ban,3,a,1,3,9.4,1,1,3
van,ban,5,0,1,van,3,a,1,3,9.66,ban,3,a,1,3,9.4,1,1,3
bend,band,1,0,0,bEnd,4,E,1,4,7.92,band,4,a,1,4,8.2,1,1,0
bond,band,2,0,0,bAnd,4,A,1,4,7.86,band,4,a,1,4,8.2,1,1,1
brand,band,4,0,1,brand,5,a,1,5,6.74,band,4,a,1,4,8.2,1,1,2
hand,band,14,0,1,hand,4,a,1,4,9.2,band,4,a,1,4,8.2,1,1,3
sand,band,12,0,1,sand,4,a,1,4,8.95,band,4,a,1,4,8.2,1,1,3
wand,band,4,0,0,wAnd,4,A,1,4,9.21,band,4,a,1,4,8.2,1,2,2
ban,bane,1,0,0,ban,3,a,1,3,9.42,ben,3,e,1,4,7.6,1,1,0
cane,bane,3,0,1,ken,3,e,1,4,8.33,ben,3,e,1,4,7.6,1,1,2
feign,bane,1,0,1,fen,3,e,1,5,6.53,ben,3,e,1,4,7.6,5,1,0
lane,bane,3,0,1,len,3,e,1,4,7.14,ben,3,e,1,4,7.6,1,1,2
name,bane,1,0,0,nem,3,e,1,4,8.36,ben,3,e,1,4,7.6,2,2,0
plain,bane,1,0,1,plen,4,e,1,5,6.55,ben,3,e,1,4,7.6,4,2,0
stain,bane,1,0,1,sten,4,e,1,5,6.8,ben,3,e,1,4,7.6,4,2,0
vain,bane,1,0,1,ven,3,e,1,4,8.06,ben,3,e,1,4,7.6,3,1,0
bag,bang,1,0,0,bag,3,a,1,3,8.39,baN,3,a,1,4,7.8,1,1,0
hang,bang,18,0,1,haN,3,a,1,4,8.51,baN,3,a,1,4,7.8,1,1,3
blank,bank,3,0,1,blaNk,5,a,1,5,7.26,baNk,4,a,1,4,7.5,1,1,2
flank,bank,2,0,1,flaNk,5,a,1,5,6.74,baNk,4,a,1,4,7.5,2,2,1
prank,bank,1,0,1,praNk,5,a,1,5,6.53,baNk,4,a,1,4,7.5,2,2,0
spank,bank,2,0,1,spaNk,5,a,1,5,6.18,baNk,4,a,1,4,7.5,2,2,1
tank,bank,8,0,1,taNk,4,a,1,4,7.65,baNk,4,a,1,4,7.5,1,1,3
bark,bar,3,0,0,bArk,4,A,1,4,7.68,bAr,3,A,1,3,9.1,1,1,2
bra,bar,2,0,0,brA,3,?,1,3,6.93,bAr,3,A,1,3,9.1,2,2,1
czar,bar,7,0,1,zAr,3,A,1,4,9.9,bAr,3,A,1,3,9.1,2,1,3
raw,bar,1,0,0,rO,2,O,1,3,7.98,bAr,3,A,1,3,9.1,2,3,0
spa,bar,1,0,0,spA,3,A,1,3,7.96,bAr,3,A,1,3,9.1,3,3,0
tar,bar,14,0,1,tAr,3,A,1,3,9.1,bAr,3,A,1,3,9.1,1,1,3
card,bard,7,0,1,kArd,4,A,1,4,8.37,bArd,4,A,1,4,7.8,1,1,3
warn,bard,1,0,0,wOrn,4,O,1,4,8.03,bArd,4,A,1,4,7.8,2,3,0
yard,bard,6,0,1,jArd,4,A,1,4,8.68,bArd,4,A,1,4,7.8,1,1,3
bear,bare,6,0,1,bEr,3,E,1,4,8.88,bEr,3,E,1,4,7.2,2,0,3
chair,bare,1,0,1,tSEr,3,E,1,5,8.07,bEr,3,E,1,4,7.2,4,2,0
hare,bare,5,0,1,hEr,3,E,1,4,8.51,bEr,3,E,1,4,7.2,1,1,3
mare,bare,2,0,1,mEr,3,E,1,4,8.31,bEr,3,E,1,4,7.2,1,1,1
scare,bare,1,0,1,skEr,4,E,1,5,8.12,bEr,3,E,1,4,7.2,2,2,0
snare,bare,2,0,1,snEr,4,E,1,5,8.06,bEr,3,E,1,4,7.2,2,2,1
stare,bare,1,0,1,stEr,4,E,1,5,9.15,bEr,3,E,1,4,7.2,2,2,0
wear,bare,1,0,1,wEr,3,E,1,4,8.72,bEr,3,E,1,4,7.2,3,1,0
arch,barge,1,0,0,ArtS,3,A,1,4,5.66,bArdZ,4,A,1,5,7.6,3,3,0
charge,barge,18,0,1,tSArdZ,4,A,1,6,11.96,bArdZ,4,A,1,5,7.6,2,2,3
arch,bark,4,0,0,ArtS,3,A,1,4,5.66,bArk,4,A,1,4,7.7,3,3,2
clerk,bark,1,0,0,kl3`k,4,3`,1,5,9.54,bArk,4,A,1,4,7.7,3,4,0
harsh,bark,1,0,0,hArS,4,A,1,5,8.54,bArk,4,A,1,4,7.7,3,2,0
mark,bark,7,0,1,mArk,4,A,1,4,7.71,bArk,4,A,1,4,7.7,1,1,3
quirk,bark,1,0,0,kw3`k,4,3`,1,5,6.61,bArk,4,A,1,4,7.7,3,4,0
starch,bark,1,0,0,stArtS,5,A,1,6,4.29,bArk,4,A,1,4,7.7,4,4,0
arm,barn,3,0,0,Arm,3,A,1,3,9.11,bArn,4,A,1,4,7.6,2,2,2
charm,barn,1,0,0,tSArm,4,A,1,5,6.94,bArn,4,A,1,4,7.6,3,3,0
stern,barn,1,0,0,st3`n,4,3`,1,5,7.93,bArn,4,A,1,4,7.6,3,4,0
yarn,barn,28,0,1,jArn,4,A,1,4,7.74,bArn,4,A,1,4,7.6,1,1,3
yard,barred,1,0,1,jArd,4,A,1,4,8.68,bArd,4,A,1,6,5.4,3,1,0
ace,base,5,0,1,es,2,e,1,3,8.63,bes,3,e,1,4,7.6,2,1,3
bass,base,3,0,1,bes,3,e,1,4,7.4,bes,3,e,1,4,7.6,1,0,2
case,base,10,0,1,kes,3,e,1,4,9.16,bes,3,e,1,4,7.6,1,1,3
face,base,1,0,1,fes,3,e,1,4,8.23,bes,3,e,1,4,7.6,2,1,0
grace,base,1,0,1,gres,4,e,1,5,7.37,bes,3,e,1,4,7.6,3,2,0
paste,base,1,0,0,pest,4,e,1,5,7.34,bes,3,e,1,4,7.6,2,2,0
trace,base,1,0,1,tres,4,e,1,5,8.17,bes,3,e,1,4,7.6,3,2,0
waist,base,1,0,0,west,4,e,1,5,5.84,bes,3,e,1,4,7.6,3,2,0
base,basement,1,0,0,bes,3,e,1,4,7.55,bes.m@nt,7,e,2,8,4,4,5,0
brash,bash,1,0,1,braS,4,a,1,5,9.27,baS,3,a,1,4,7.1,1,1,0
cash,bash,9,0,1,kaS,3,a,1,4,7.57,baS,3,a,1,4,7.1,1,1,3
crash,bash,10,0,1,kraS,4,a,1,5,7.54,baS,3,a,1,4,7.1,2,2,3
flash,bash,4,0,1,flaS,4,a,1,5,6.79,baS,3,a,1,4,7.1,2,2,2
mash,bash,6,0,1,maS,3,a,1,4,7.9,baS,3,a,1,4,7.1,1,1,3
smash,bash,7,0,1,smaS,4,a,1,5,6.18,baS,3,a,1,4,7.1,2,2,3
wash,bash,2,0,0,wAS,3,A,1,4,7.6,baS,3,a,1,4,7.1,1,2,1
flask,bask,5,0,1,flask,5,a,1,5,8.14,bask,4,a,1,4,7.8,2,2,3
mosque,bask,1,0,0,mAsk,4,A,1,6,5.71,bask,4,a,1,4,7.8,5,2,0
task,bask,9,0,1,task,4,a,1,4,7.78,bask,4,a,1,4,7.8,1,1,3
mask,basket,1,0,0,mask,4,a,1,4,7.04,ba.sk@t,6,a.,2,6,5.7,3,4,0
base,bass,2,0,1,bes,3,e,1,4,7.55,bes,3,e,1,4,7.4,1,0,1
baste,bass,1,0,0,best,4,e,1,5,8.02,bes,3,e,1,4,7.4,2,1,0
brass,bass,5,0,1,bras,4,a,1,5,5,bes,3,e,1,4,7.4,1,2,3
face,bass,1,0,1,fes,3,e,1,4,8.23,bes,3,e,1,4,7.4,3,1,0
glass,bass,4,0,1,glas,4,a,1,5,9.05,bes,3,e,1,4,7.4,2,3,2
mass,bass,13,0,1,mas,3,a,1,4,7.57,bes,3,e,1,4,7.4,1,2,3
vast,bast,1,0,1,vast,4,a,1,4,7.83,bast,4,a,1,4,8.9,1,1,0
burst,baste,1,0,0,b3`st,4,3`,1,5,4.62,best,4,e,1,5,8,3,2,0
waist,baste,3,0,1,west,4,e,1,5,5.84,best,4,e,1,5,8,3,1,2
bait,bat,1,0,0,bet,3,e,1,4,7.75,bat,3,a,1,3,9.1,1,1,0
bathe,bat,5,0,0,beD,3,e,1,5,4.69,bat,3,a,1,3,9.1,2,2,3
cat,bat,12,0,1,kat,3,a,1,3,8.76,bat,3,a,1,3,9.1,1,1,3
flat,bat,4,0,1,flat,4,a,1,4,6.4,bat,3,a,1,3,9.1,2,2,2
hat,bat,13,0,1,hat,3,a,1,3,8.97,bat,3,a,1,3,9.1,1,1,3
pat,bat,6,0,1,pat,3,a,1,3,8.73,bat,3,a,1,3,9.1,1,1,3
watt,bat,1,0,0,wAt,3,A,1,4,7.65,bat,3,a,1,3,9.1,2,2,0
bath,batch,1,0,0,baT,3,a,1,4,7.34,batS,3,a,1,5,7.7,1,2,0
catch,batch,6,0,1,katS,3,a,1,5,7.78,batS,3,a,1,5,7.7,1,1,3
hatch,batch,21,0,1,hatS,3,a,1,5,7.26,batS,3,a,1,5,7.7,1,1,3
match,batch,10,0,1,matS,3,a,1,5,7.73,batS,3,a,1,5,7.7,1,1,3
patch,batch,8,0,1,patS,3,a,1,5,7.31,batS,3,a,1,5,7.7,1,1,3
watch,batch,3,0,0,wAtS,3,A,1,5,7.81,batS,3,a,1,5,7.7,1,2,2
date,bate,1,0,1,det,3,e,1,4,8.18,bet,3,e,1,4,8.3,1,1,0
fate,bate,1,0,1,fet,3,e,1,4,8.22,bet,3,e,1,4,8.3,1,1,0
hate,bate,2,0,1,het,3,e,1,4,8.18,bet,3,e,1,4,8.3,1,1,1
plate,bate,1,0,1,plet,4,e,1,5,7.02,bet,3,e,1,4,8.3,2,2,0
bathe,bath,14,1,0,beD,3,e,1,5,4.69,baT,3,a,1,4,7.3,1,2,3
booth,bath,1,0,0,buT,3,u,1,5,7.47,baT,3,a,1,4,7.3,2,1,0
graph,bath,1,0,0,graf,4,a,1,5,7.4,baT,3,a,1,4,7.3,3,3,0
have,bath,1,0,0,hav,3,a,1,4,7.5,baT,3,a,1,4,7.3,3,2,0
laugh,bath,3,0,0,laf,3,a,1,5,3.54,baT,3,a,1,4,7.3,3,2,2
oath,bath,1,0,0,oT,2,o,1,4,7.95,baT,3,a,1,4,7.3,1,2,0
raft,bath,1,0,0,raft,4,a,1,4,5.35,baT,3,a,1,4,7.3,3,3,0
swath,bath,3,0,0,swAT,4,A,1,5,4.48,baT,3,a,1,4,7.3,2,3,2
bat,bathe,2,0,0,bat,3,a,1,3,9.06,beD,3,e,1,5,4.7,2,2,1
have,bathe,1,0,0,hav,3,a,1,4,7.5,beD,3,e,1,5,4.7,3,3,0
shave,bathe,1,1,0,Sev,3,e,1,5,8.12,beD,3,e,1,5,4.7,4,2,0
crawl,bawl,6,0,1,krOl,4,O,1,5,5.3,bOl,3,O,1,4,5.1,2,2,3
haul,bawl,1,0,1,hOl,3,O,1,4,7.44,bOl,3,O,1,4,5.1,2,1,0
clay,bay,2,0,1,kle,3,?,1,4,6.8,be,2,e,1,3,9.7,2,2,1
lay,bay,5,0,1,le,2,e,1,3,9.19,be,2,e,1,3,9.7,1,1,3
pay,bay,1,0,1,pe,2,e,1,3,9.14,be,2,e,1,3,9.7,1,1,0
pray,bay,2,0,1,pre,3,?,1,4,6.83,be,2,e,1,3,9.7,2,2,1
quay,bay,2,0,1,ki,2,i,1,4,6.53,be,2,e,1,3,9.7,2,2,1
rays,bay,1,0,0,rez,3,e,1,4,7.48,be,2,e,1,3,9.7,2,2,0
stay,bay,2,0,1,ste,3,?,1,4,7.38,be,2,e,1,3,9.7,2,2,1
sway,bay,2,0,1,swe,3,?,1,4,7.46,be,2,e,1,3,9.7,2,2,1
tray,bay,1,0,1,tre,3,?,1,4,7.35,be,2,e,1,3,9.7,2,2,0
whey,bay,2,0,1,hwe,3,?,1,4,8.83,be,2,e,1,3,9.7,3,2,1
gaze,bays,1,0,1,gez,3,e,1,4,7.18,bez,3,e,1,4,7.5,3,1,0
rays,bays,2,0,1,rez,3,e,1,4,7.48,bez,3,e,1,4,7.5,1,1,1
beet,be,2,0,0,bit,3,i,1,4,9.42,bi,2,i,1,2,11.3,2,1,1
beige,be,1,0,0,beZ,3,e,1,5,4.95,bi,2,i,1,2,11.3,3,2,0
flea,be,2,0,1,fli,3,?,1,4,7.01,bi,2,i,1,2,11.3,3,2,1
free,be,3,0,1,fri,3,?,1,4,8.68,bi,2,i,1,2,11.3,3,2,2
lobe,be,1,0,0,lob,3,o,1,4,7.6,bi,2,i,1,2,11.3,2,3,0
see,be,4,0,1,si,2,i,1,3,8.66,bi,2,i,1,2,11.3,2,1,2
tea,be,2,0,1,ti,2,i,1,3,7.85,bi,2,i,1,2,11.3,2,1,1
three,be,1,0,1,Tri,3,?,1,5,8.84,bi,2,i,1,2,11.3,4,2,0
tube,be,1,0,0,tub,3,u,1,4,6.97,bi,2,i,1,2,11.3,2,3,0
bleach,beach,8,0,1,blitS,4,i,1,6,3.48,bitS,3,i,1,5,7.9,1,1,3
each,beach,14,0,1,itS,2,i,1,4,7.54,bitS,3,i,1,5,7.9,1,1,3
niche,beach,1,0,0,nItS,3,I,1,5,4.8,bitS,3,i,1,5,7.9,4,2,0
preach,beach,7,0,1,pritS,4,i,1,6,3.93,bitS,3,i,1,5,7.9,2,2,3
teach,beach,9,0,1,titS,3,i,1,5,7.71,bitS,3,i,1,5,7.9,1,1,3
bread,bead,1,0,0,brEd,4,E,1,5,8.43,bid,3,i,1,4,9.4,1,2,0
feed,bead,1,0,1,fid,3,i,1,4,8.24,bid,3,i,1,4,9.4,2,1,0
head,bead,1,0,0,hEd,3,E,1,4,9.48,bid,3,i,1,4,9.4,1,2,0
lead,bead,3,0,1,lid,3,i,1,4,8.49,bid,3,i,1,4,9.4,1,1,2
need,bead,3,0,1,nid,3,i,1,4,7.21,bid,3,i,1,4,9.4,2,1,2
seed,bead,4,1,1,sid,3,i,1,4,8.35,bid,3,i,1,4,9.4,2,1,2
tread,bead,1,0,0,trEd,4,E,1,5,8,bid,3,i,1,4,9.4,2,3,0
seed,beads,1,0,0,sid,3,i,1,4,8.35,bidz,4,i,1,5,7.4,3,2,0
cheek,beak,1,0,1,tSik,3,i,1,5,8.8,bik,3,i,1,4,8.1,3,2,0
creek,beak,1,0,1,krik,4,i,1,5,7.17,bik,3,i,1,4,8.1,3,2,0
leak,beak,2,0,1,lik,3,i,1,4,7.41,bik,3,i,1,4,8.1,1,1,1
reek,beak,2,0,1,rik,3,i,1,4,7.58,bik,3,i,1,4,8.1,2,1,1
sneak,beak,3,0,1,snik,4,i,1,5,7.73,bik,3,i,1,4,8.1,2,2,2
squeak,beak,1,0,1,skwik,5,i,1,6,6.38,bik,3,i,1,4,8.1,3,3,0
week,beak,1,0,1,wik,3,i,1,4,7.11,bik,3,i,1,4,8.1,2,1,0
bear,beam,1,0,0,bEr,3,E,1,4,8.88,bim,3,i,1,4,8.2,1,2,0
cream,beam,7,0,1,krim,4,i,1,5,6.86,bim,3,i,1,4,8.2,2,2,3
gene,beam,1,0,0,dZin,3,i,1,4,8.65,bim,3,i,1,4,8.2,3,3,0
lean,beam,1,0,0,lin,3,i,1,4,8.38,bim,3,i,1,4,8.2,2,2,0
scream,beam,3,0,1,skrim,5,i,1,6,9.36,bim,3,i,1,4,8.2,3,3,2
seam,beam,11,0,1,sim,3,i,1,4,8.58,bim,3,i,1,4,8.2,1,1,3
steam,beam,5,0,1,stim,4,i,1,5,6.31,bim,3,i,1,4,8.2,2,2,3
team,beam,13,0,1,tim,3,i,1,4,6.86,bim,3,i,1,4,8.2,1,1,3
beam,bean,1,0,0,bim,3,i,1,4,8.21,bin,3,i,1,4,8.6,1,1,0
gene,bean,2,0,0,dZin,3,i,1,4,8.65,bin,3,i,1,4,8.6,3,2,1
jeans,bean,2,0,0,dZinz,4,i,1,5,7.2,bin,3,i,1,4,8.6,2,3,1
mean,bean,3,0,1,min,3,i,1,4,8.49,bin,3,i,1,4,8.6,1,1,2
scene,bean,4,0,1,sin,3,i,1,5,6.14,bin,3,i,1,4,8.6,4,1,2
jeans,beans,9,0,1,dZinz,4,i,1,5,7.2,binz,4,i,1,5,7.1,1,2,3
bar,bear,1,0,0,bAr,3,A,1,3,9.07,bEr,3,E,1,4,8.9,1,1,0
beam,bear,2,0,0,bim,3,i,1,4,8.21,bEr,3,E,1,4,8.9,1,2,1
bee,bear,1,0,0,bi,2,i,1,3,8.37,bEr,3,E,1,4,8.9,2,2,0
birth,bear,1,0,0,b3`T,3,3`,1,5,6.18,bEr,3,E,1,4,8.9,4,3,0
chair,bear,4,0,1,tSEr,3,E,1,5,8.07,bEr,3,E,1,4,8.9,3,2,2
ear,bear,1,0,0,Ir,2,I,1,3,9.6,bEr,3,E,1,4,8.9,1,2,0
fear,bear,2,0,0,fIr,3,I,1,4,9.24,bEr,3,E,1,4,8.9,1,2,1
gear,bear,4,0,0,gIr,3,I,1,4,9.06,bEr,3,E,1,4,8.9,1,2,2
hair,bear,1,0,1,hEr,3,E,1,4,8.68,bEr,3,E,1,4,8.9,3,1,0
hear,bear,5,0,0,hIr,3,I,1,4,8.96,bEr,3,E,1,4,8.9,1,2,3
here,bear,1,0,0,hIr,3,I,1,4,7.96,bEr,3,E,1,4,8.9,3,2,0
near,bear,2,0,0,nIr,3,I,1,4,8.75,bEr,3,E,1,4,8.9,1,2,1
pear,bear,5,0,1,pEr,3,E,1,4,8.99,bEr,3,E,1,4,8.9,1,1,3
rear,bear,5,0,0,rIr,3,I,1,4,9.34,bEr,3,E,1,4,8.9,1,2,3
share,bear,3,0,1,SEr,3,E,1,5,7.89,bEr,3,E,1,4,8.9,3,1,2
spare,bear,1,0,1,spEr,4,E,1,5,7.77,bEr,3,E,1,4,8.9,3,2,0
swear,bear,6,0,1,swEr,4,E,1,5,7.56,bEr,3,E,1,4,8.9,2,2,3
veer,bear,1,0,0,vIr,3,I,1,4,7.32,bEr,3,E,1,4,8.9,2,2,0
where,bear,2,0,1,hwEr,4,E,1,5,11.03,bEr,3,E,1,4,8.9,4,2,1
board,beard,1,0,0,bOrd,4,O,1,5,7.23,bIrd,4,I,1,5,8.7,1,1,0
weird,beard,14,0,1,wIrd,4,I,1,5,3.14,bIrd,4,I,1,5,8.7,2,1,3
beat,beast,2,0,0,bit,3,i,1,4,8.38,bist,4,i,1,5,8.4,1,1,1
crease,beast,1,0,0,kris,4,i,1,6,9.6,bist,4,i,1,5,8.4,3,3,0
feast,beast,20,0,1,fist,4,i,1,5,10.25,bist,4,i,1,5,8.4,1,1,3
grease,beast,1,0,0,gris,4,i,1,6,6.22,bist,4,i,1,5,8.4,3,3,0
least,beast,13,0,1,list,4,i,1,5,7.55,bist,4,i,1,5,8.4,1,1,3
niece,beast,1,0,0,nis,3,i,1,5,10.74,bist,4,i,1,5,8.4,5,2,0
quest,beast,1,0,0,kwEst,5,E,1,5,9.6,bist,4,i,1,5,8.4,3,3,0
bat,beat,1,0,0,bat,3,a,1,3,9.06,bit,3,i,1,4,8.4,1,1,0
bean,beat,1,0,0,bin,3,i,1,4,8.62,bit,3,i,1,4,8.4,1,1,0
bet,beat,2,0,0,bEt,3,E,1,3,10.03,bit,3,i,1,4,8.4,1,1,1
brat,beat,1,0,0,brat,4,a,1,4,7.13,bit,3,i,1,4,8.4,1,2,0
chief,beat,1,0,0,tSif,3,i,1,5,7.33,bit,3,i,1,4,8.4,5,3,0
feast,beat,1,0,0,fist,4,i,1,5,10.25,bit,3,i,1,4,8.4,2,2,0
heat,beat,16,0,1,hit,3,i,1,4,8.92,bit,3,i,1,4,8.4,1,1,3
hit,beat,1,1,0,hIt,3,I,1,3,9.11,bit,3,i,1,4,8.4,3,2,0
meat,beat,1,0,1,mit,3,i,1,4,8.74,bit,3,i,1,4,8.4,1,1,0
need,beat,1,0,0,nid,3,i,1,4,7.21,bit,3,i,1,4,8.4,3,2,0
seat,beat,9,0,1,sit,3,i,1,4,7.53,bit,3,i,1,4,8.4,1,1,3
suite,beat,1,0,1,swit,4,i,1,5,8.68,bit,3,i,1,4,8.4,4,2,0
treat,beat,5,0,1,trit,4,i,1,5,10.3,bit,3,i,1,4,8.4,2,2,3
sew,beau,1,0,1,so,2,o,1,3,8.96,bo,2,o,1,4,8.6,3,1,0
leave,beaver,1,1,0,liv,3,i,1,5,5.55,bi.v@`,4,i.,2,6,6.4,2,4,0
check,beck,3,0,1,tSEk,3,E,1,5,7.97,bEk,3,E,1,4,8.5,2,2,2
neck,beck,7,0,1,nEk,3,E,1,4,8.83,bEk,3,E,1,4,8.5,1,1,3
bad,bed,1,0,0,bad,3,a,1,3,8.76,bEd,3,E,1,3,8.8,1,1,0
bee,bed,1,0,0,bi,2,i,1,3,8.37,bEd,3,E,1,3,8.8,1,2,0
dead,bed,8,0,1,dEd,3,E,1,4,9.74,bEd,3,E,1,3,8.8,2,1,3
lead,bed,1,0,1,lid,3,i,1,4,8.49,bEd,3,E,1,3,8.8,2,2,0
said,bed,12,0,1,sEd,3,E,1,4,8.21,bEd,3,E,1,3,8.8,3,1,3
thread,bed,11,0,1,TrEd,4,E,1,6,9.83,bEd,3,E,1,3,8.8,4,2,3
wed,bed,24,0,1,wEd,3,E,1,3,8.58,bEd,3,E,1,3,8.8,1,1,3
