Cue,Target,Frequency,Semantic,Rhyme,PronCue,NPhonCue,PronCue_processed ,NSyllCue,cue_Length,cue_Freq_N,PhonTarget,NPhonTarget,PhonTarget_processed,NSyllTarget,Target_Length,Target_Freq_N
launch,an,1,0,0,lOntS,4,O,1,6,3.29,an,2,a,1,2,11.3
on,an,1,0,0,An,2,A,1,2,10.63,an,2,a,1,2,11.3
pan,an,1,0,1,pan,3,a,1,3,9.37,an,2,a,1,2,11.3
ranch,an,1,0,0,rantS,4,a,1,5,1.45,an,2,a,1,2,11.3
range,an,1,0,0,rendZ,4,e,1,5,4,an,2,a,1,2,11.3
tan,an,1,0,1,tan,3,a,1,3,9.51,an,2,a,1,2,11.3
van,an,1,0,0,van,3,a,1,3,9.66,an,2,a,1,2,11.3
ache,anchor,1,0,0,ek,2,e,1,4,6.82,aN.k@`,4,a,2,6,?
ranch,anchor,1,0,0,rantS,4,a,1,5,1.45,aN.k@`,4,a,2,6,?
blanch,anchovy,1,0,0,blantS,5,a,1,6,6.04,an.tSo.vi,6,a,3,7,?
band,and,3,0,1,band,4,a,1,4,8.22,and,3,a,1,3,9.4
brand,and,4,0,1,brand,5,a,1,5,6.74,and,3,a,1,3,9.4
grand,and,1,0,1,grand,5,a,1,5,7.8,and,3,a,1,3,9.4
hand,and,5,0,1,hand,4,a,1,4,9.2,and,3,a,1,3,9.4
land,and,5,0,1,land,4,a,1,4,7.84,and,3,a,1,3,9.4
rank,and,1,0,0,raNk,4,a,1,4,7.52,and,3,a,1,3,9.4
sand,and,6,0,1,sand,4,a,1,4,8.95,and,3,a,1,3,9.4
stand,and,2,0,1,stand,5,a,1,5,4.25,and,3,a,1,3,9.4
than,and,1,0,0,Dan,3,a,1,4,9.06,and,3,a,1,3,9.4
wand,and,10,0,0,wAnd,4,A,1,4,9.21,and,3,a,1,3,9.4
change,anger,1,0,0,tSendZ,4,e,1,6,10.85,aN.g@`,4,a,2,5,5.4
gang,angle,2,0,0,gaN,3,a,1,4,8.01,aN.gl=,4,a,2,5,7.4
range,angle,1,0,0,rendZ,4,e,1,5,4,aN.gl=,4,a,2,5,7.4
rank,ankle,1,0,0,raNk,4,a,1,4,7.52,aN.kl=,4,a,2,5,9.3
tank,ankle,1,0,0,taNk,4,a,1,4,7.65,aN.kl=,4,a,2,5,9.3
bounce,announce,1,0,1,baUns,4,aU,1,6,6.45,@.naUns,5,aU,2,8,?
void,annoyed,3,0,1,vOId,3,OI,1,4,?,@.nOId,4,OI,2,7,?
joint,anoint,2,0,1,dZOInt,4,OI,1,5,8,@.nOInt,5,OI,2,6,?
point,anoint,3,0,1,pOInt,4,OI,1,5,10.1,@.nOInt,5,OI,2,6,?
point,anoint,1,0,1,pOInt,4,OI,1,5,10.1,@.nOInt,5,OI,2,6,?
aunt,ant,9,0,1,ant,3,a,1,4,7.11,ant,3,a,1,3,9.7
grant,ant,2,0,1,grant,5,a,1,5,6.73,ant,3,a,1,3,9.7
pants,ant,2,0,0,pants,5,a,1,5,6.08,ant,3,a,1,3,9.7
plant,ant,9,0,1,plant,5,a,1,5,7.8,ant,3,a,1,3,9.7
taunt,ant,1,0,0,tOnt,4,O,1,5,4.71,ant,3,a,1,3,9.7
want,ant,10,0,0,wAnt,4,A,1,4,7.45,ant,3,a,1,3,9.7
chic,antique,1,0,1,Sik,3,i,1,4,6.26,an.tik,5,i,2,7,?
squeak,antique,1,0,1,skwik,5,i,1,6,6.38,an.tik,5,i,2,7,?
chance,ants,3,0,0,tSans,4,a,1,6,8.09,ants,4,a,1,4,7.5
dance,ants,2,0,1,dans,4,a,1,5,7.02,ants,4,a,1,4,7.5
pants,ants,15,0,1,pants,5,a,1,5,6.08,ants,4,a,1,4,7.5
smart,apart,1,0,1,smArt,5,A,1,5,8.03,@.pArt,5,A,2,5,?
cape,ape,7,0,1,kep,3,e,1,4,8.5,ep,2,e,1,3,8.7
grape,ape,4,0,1,grep,4,e,1,5,6.89,ep,2,e,1,3,8.7
nap,ape,1,0,0,nap,3,a,1,3,7.39,ep,2,e,1,3,8.7
rape,ape,6,0,1,rep,3,e,1,4,7.53,ep,2,e,1,3,8.7
shape,ape,5,0,1,Sep,3,e,1,5,8.34,ep,2,e,1,3,8.7
tape,ape,5,0,1,tep,3,e,1,4,7.3,ep,2,e,1,3,8.7
scald,appalled,1,0,1,skOld,5,O,1,5,6.9,@.pOld,5,O,2,8,?
heel,appeal,1,0,1,hil,3,i,1,4,8.67,@.pil,4,i,2,6,10.7
peel,appeal,1,0,1,pil,3,i,1,4,7.31,@.pil,4,i,2,6,10.7
reel,appeal,1,0,1,ril,3,i,1,4,8.36,@.pil,4,i,2,6,10.7
squeal,appeal,3,0,1,skwil,5,i,1,6,6.25,@.pil,4,i,2,6,10.7
pear,appear,1,0,0,pEr,3,E,1,4,8.99,@.pIr,4,I,2,6,9.4
smear,appear,1,0,1,smIr,4,I,1,5,7.58,@.pIr,4,I,2,6,9.4
cheese,appease,1,0,1,tSiz,3,i,1,6,1.1,@.piz,4,i,2,7,?
ease,appease,1,0,1,iz,2,i,1,4,8.4,@.piz,4,i,2,7,?
grease,appease,1,0,0,gris,4,i,1,6,6.22,@.piz,4,i,2,7,?
please,appease,3,0,1,pliz,4,i,1,6,?,@.piz,4,i,2,7,?
seize,appease,1,0,1,siz,3,i,1,5,6.4,@.piz,4,i,2,7,?
tease,appease,3,0,1,tiz,3,i,1,5,7.68,@.piz,4,i,2,7,?
fraud,applaud,2,0,1,frOd,4,O,1,5,5.23,@.plOd,5,O,2,7,?
guard,applaud,1,0,0,gArd,4,A,1,5,?,@.plOd,5,O,2,7,?
laud,applaud,11,0,1,lOd,3,O,1,4,6.64,@.plOd,5,O,2,7,?
quad,applaud,1,0,1,kwAd,4,A,1,4,6.3,@.plOd,5,O,2,7,?
gauze,applause,2,0,1,gOz,3,O,1,5,5.97,@.plOz,5,O,2,8,?
pause,applause,2,0,0,pOz,3,O,1,5,8.59,@.plOz,5,O,2,8,?
pride,applied,1,0,1,praId,4,aI,1,5,7.4,@.plaId,5,aI,2,7,9.5
joint,appoint,4,0,0,dZOInt,4,OI,1,5,8,@.pOInt,5,OI,2,7,?
point,appoint,2,0,1,pOInt,4,OI,1,5,10.1,@.pOInt,5,OI,2,7,?
raise,appraise,1,0,1,rez,3,e,1,5,5.47,@.prez,5,e,2,8,?
coach,approach,2,0,1,kotS,3,o,1,5,6.13,@.protS,5,o,2,8,?
roach,approach,6,0,1,rotS,3,o,1,5,7.78,@.protS,5,o,2,8,?
raft,apt,1,0,0,raft,4,a,1,4,5.35,apt,3,a,1,3,8.6
crab,arab,1,0,0,krab,4,a,1,4,7.59,a.r@b,4,a.,2,4,6.7
stab,arab,1,0,0,stab,4,a,1,4,7.81,a.r@b,4,a.,2,4,6.7
arch,arc,6,0,0,ArtS,3,A,1,4,5.66,Ark,3,A,1,3,9.5
bark,arc,1,0,1,bArk,4,A,1,4,7.68,Ark,3,A,1,3,9.5
dark,arc,2,0,1,dArk,4,A,1,4,7.84,Ark,3,A,1,3,9.5
march,arc,1,0,0,mArtS,4,A,1,5,5.98,Ark,3,A,1,3,9.5
mark,arc,2,0,1,mArk,4,A,1,4,7.71,Ark,3,A,1,3,9.5
scarce,arc,1,0,0,skErs,5,E,1,6,?,Ark,3,A,1,3,9.5
ache,arch,1,0,0,ek,2,e,1,4,6.82,ArtS,3,A,1,4,5.7
bark,arch,1,0,0,bArk,4,A,1,4,7.68,ArtS,3,A,1,4,5.7
carve,arch,1,0,0,kArv,4,A,1,5,5.45,ArtS,3,A,1,4,5.7
charge,arch,1,0,0,tSArdZ,4,A,1,6,11.96,ArtS,3,A,1,4,5.7
march,arch,15,0,1,mArtS,4,A,1,5,5.98,ArtS,3,A,1,4,5.7
search,arch,2,0,0,s3`tS,3,3`,1,6,6.44,ArtS,3,A,1,4,5.7
starch,arch,12,0,1,stArtS,5,A,1,6,4.29,ArtS,3,A,1,4,5.7
air,are,1,0,0,Er,2,E,1,3,7.82,Ar,2,A,1,3,7.6
arch,are,1,0,0,ArtS,3,A,1,4,5.66,Ar,2,A,1,3,7.6
breast,are,1,0,0,brEst,5,E,1,6,?,Ar,2,A,1,3,7.6
care,are,6,0,0,kEr,3,E,1,4,8.66,Ar,2,A,1,3,7.6
carve,are,1,0,0,kArv,4,A,1,5,5.45,Ar,2,A,1,3,7.6
czar,are,1,0,1,zAr,3,A,1,4,9.9,Ar,2,A,1,3,7.6
dare,are,1,0,0,dEr,3,E,1,4,7.85,Ar,2,A,1,3,7.6
far,are,1,0,1,fAr,3,A,1,3,9.01,Ar,2,A,1,3,7.6
glare,are,1,0,0,glEr,4,E,1,5,5.88,Ar,2,A,1,3,7.6
hare,are,2,0,0,hEr,3,E,1,4,8.51,Ar,2,A,1,3,7.6
hoarse,are,1,0,0,hOrs,4,O,1,6,6.12,Ar,2,A,1,3,7.6
mare,are,3,0,0,mEr,3,E,1,4,8.31,Ar,2,A,1,3,7.6
rare,are,3,0,0,rEr,3,E,1,4,7.99,Ar,2,A,1,3,7.6
scarce,are,1,0,0,skErs,5,E,1,6,?,Ar,2,A,1,3,7.6
scare,are,1,0,0,skEr,4,E,1,5,8.12,Ar,2,A,1,3,7.6
share,are,1,0,0,SEr,3,E,1,5,7.89,Ar,2,A,1,3,7.6
snare,are,2,0,0,snEr,4,E,1,5,8.06,Ar,2,A,1,3,7.6
spare,are,1,0,0,spEr,4,E,1,5,7.77,Ar,2,A,1,3,7.6
square,are,5,0,0,skwEr,5,E,1,6,7.43,Ar,2,A,1,3,7.6
star,are,1,0,1,stAr,4,A,1,4,7.53,Ar,2,A,1,3,7.6
stare,are,1,0,0,stEr,4,E,1,5,9.15,Ar,2,A,1,3,7.6
starve,are,1,0,0,stArv,5,A,1,6,4.11,Ar,2,A,1,3,7.6
tar,are,2,0,1,tAr,3,A,1,3,9.1,Ar,2,A,1,3,7.6
war,are,1,0,0,wOr,3,O,1,3,9.39,Ar,2,A,1,3,7.6
bark,ark,9,0,1,bArk,4,A,1,4,7.68,Ark,3,A,1,3,9.1
dark,ark,6,0,1,dArk,4,A,1,4,7.84,Ark,3,A,1,3,9.1
mark,ark,7,0,1,mArk,4,A,1,4,7.71,Ark,3,A,1,3,9.1
park,ark,7,0,0,pArk,4,A,1,4,7.77,Ark,3,A,1,3,9.1
plague,ark,1,0,0,pleg,4,e,1,6,4.74,Ark,3,A,1,3,9.1
shark,ark,3,0,1,SArk,4,A,1,5,7.56,Ark,3,A,1,3,9.1
charm,arm,8,0,1,tSArm,4,A,1,5,6.94,Arm,3,A,1,3,9.1
farm,arm,14,0,0,fArm,4,A,1,4,7.25,Arm,3,A,1,3,9.1
form,arm,1,0,0,fOrm,4,O,1,4,8.27,Arm,3,A,1,3,9.1
harm,arm,11,0,1,hArm,4,A,1,4,7.64,Arm,3,A,1,3,9.1
warm,arm,6,0,0,wOrm,4,O,1,4,8.05,Arm,3,A,1,3,9.1
warn,arm,2,0,0,wOrn,4,O,1,4,8.03,Arm,3,A,1,3,9.1
froze,arose,2,0,1,froz,4,o,1,5,?,@`.roz,4,o,2,5,8.1
prose,arose,1,0,1,proz,4,o,1,5,6.42,@`.roz,4,o,2,5,8.1
bound,around,1,0,1,baUnd,4,aU,1,5,9.64,@`.raUnd,5,aU,2,6,5.9
noun,around,1,0,0,naUn,3,aU,1,4,6.02,@`.raUnd,5,aU,2,6,5.9
round,around,1,0,1,raUnd,4,aU,1,5,9.45,@`.raUnd,5,aU,2,6,5.9
blouse,arouse,2,0,0,blaUs,4,aU,1,6,?,@`.raUz,4,aU,2,6,5.2
round,arouse,1,0,0,raUnd,4,aU,1,5,9.45,@`.raUz,4,aU,2,6,5.2
stray,array,3,0,1,stre,4,?,1,5,6.2,@`.re,3,e,2,5,4.6
drive,arrive,3,0,1,draIv,4,aI,1,5,8.81,@`.raIv,4,aI,2,6,2.8
strive,arrive,1,0,1,straIv,5,aI,1,6,6.33,@`.raIv,4,aI,2,6,2.8
tribe,arrive,2,0,0,traIb,4,aI,1,5,5.77,@`.raIv,4,aI,2,6,2.8
arts,art,5,0,0,Arts,4,A,1,4,7.13,Art,3,A,1,3,8.8
cart,art,6,0,1,kArt,4,A,1,4,8.41,Art,3,A,1,3,8.8
chart,art,3,0,1,tSArt,4,A,1,5,7.05,Art,3,A,1,3,8.8
dart,art,8,0,1,dArt,4,A,1,4,8.31,Art,3,A,1,3,8.8
earth,art,2,0,0,3`T,2,3`,1,5,7.05,Art,3,A,1,3,8.8
hard,art,1,0,0,hArd,4,A,1,4,7.75,Art,3,A,1,3,8.8
heart,art,1,0,1,hArt,4,A,1,5,6.97,Art,3,A,1,3,8.8
hearth,art,1,0,0,hArT,4,A,1,6,8.1,Art,3,A,1,3,8.8
part,art,9,0,1,pArt,4,A,1,4,7.18,Art,3,A,1,3,8.8
quart,art,5,0,0,kwOrt,5,O,1,5,6.17,Art,3,A,1,3,8.8
quartz,art,3,0,0,kwOrts,6,O,1,6,6.19,Art,3,A,1,3,8.8
smart,art,5,0,1,smArt,5,A,1,5,8.03,Art,3,A,1,3,8.8
start,art,2,0,1,stArt,5,A,1,5,7.95,Art,3,A,1,3,8.8
tart,art,5,0,1,tArt,4,A,1,4,6.76,Art,3,A,1,3,8.8
wart,art,4,0,0,wOrt,4,O,1,4,8.4,Art,3,A,1,3,8.8
yard,art,2,0,0,jArd,4,A,1,4,8.68,Art,3,A,1,3,8.8
ass,as,3,0,0,as,2,a,1,3,8.34,az,2,a,1,2,10.9
base,as,1,0,0,bes,3,e,1,4,7.55,az,2,a,1,2,10.9
baste,as,1,0,0,best,4,e,1,5,8.02,az,2,a,1,2,10.9
chasm,as,1,0,0,ka.zm=,4,a.,2,5,8.68,az,2,a,1,2,10.9
ease,as,1,0,1,iz,2,i,1,4,8.4,az,2,a,1,2,10.9
fast,as,1,0,0,fast,4,a,1,4,8.47,az,2,a,1,2,10.9
gas,as,3,0,0,gas,3,a,1,3,8.45,az,2,a,1,2,10.9
grasp,as,1,0,0,grasp,5,a,1,5,8.9,az,2,a,1,2,10.9
is,as,1,0,0,Iz,2,I,1,2,11.39,az,2,a,1,2,10.9
jazz,as,1,0,1,dZaz,3,a,1,4,?,az,2,a,1,2,10.9
safe,as,1,0,0,sef,3,e,1,4,8.53,az,2,a,1,2,10.9
swab,as,1,0,0,swAb,4,A,1,4,7.09,az,2,a,1,2,10.9
taste,as,1,0,0,test,4,e,1,5,7.58,az,2,a,1,2,10.9
vast,as,1,0,0,vast,4,a,1,4,7.83,az,2,a,1,2,10.9
wasp,as,2,0,0,wAsp,4,A,1,4,7.08,az,2,a,1,2,10.9
ache,ash,1,0,0,ek,2,e,1,4,6.82,aS,2,a,1,3,7.8
bash,ash,4,0,1,baS,3,a,1,4,7.1,aS,2,a,1,3,7.8
brash,ash,2,0,1,braS,4,a,1,5,9.27,aS,2,a,1,3,7.8
cash,ash,6,0,1,kaS,3,a,1,4,7.57,aS,2,a,1,3,7.8
crash,ash,4,0,1,kraS,4,a,1,5,7.54,aS,2,a,1,3,7.8
dash,ash,6,0,1,daS,3,a,1,4,7.81,aS,2,a,1,3,7.8
flash,ash,2,0,1,flaS,4,a,1,5,6.79,aS,2,a,1,3,7.8
fresh,ash,1,0,0,frES,4,E,1,5,9.33,aS,2,a,1,3,7.8
gnash,ash,5,0,1,naS,3,a,1,5,?,aS,2,a,1,3,7.8
harsh,ash,1,0,0,hArS,4,A,1,5,8.54,aS,2,a,1,3,7.8
hatch,ash,1,0,0,hatS,3,a,1,5,7.26,aS,2,a,1,3,7.8
lash,ash,8,0,1,laS,3,a,1,4,7.58,aS,2,a,1,3,7.8
mash,ash,4,0,1,maS,3,a,1,4,7.9,aS,2,a,1,3,7.8
mask,ash,1,0,0,mask,4,a,1,4,7.04,aS,2,a,1,3,7.8
path,ash,1,0,0,paT,3,a,1,4,6.64,aS,2,a,1,3,7.8
rash,ash,5,0,1,raS,3,a,1,4,7.57,aS,2,a,1,3,7.8
smash,ash,1,0,1,smaS,4,a,1,5,6.18,aS,2,a,1,3,7.8
squash,ash,1,0,0,skwAS,5,A,1,6,?,aS,2,a,1,3,7.8
trash,ash,1,0,1,traS,4,a,1,5,7.38,aS,2,a,1,3,7.8
wash,ash,13,0,0,wAS,3,A,1,4,7.6,aS,2,a,1,3,7.8
bask,ask,8,0,1,bask,4,a,1,4,7.81,ask,3,a,1,3,7.4
cast,ask,1,0,0,kast,4,a,1,4,8.39,ask,3,a,1,3,7.4
flask,ask,12,0,1,flask,5,a,1,5,8.14,ask,3,a,1,3,7.4
grasp,ask,1,0,0,grasp,5,a,1,5,8.9,ask,3,a,1,3,7.4
mask,ask,9,0,1,mask,4,a,1,4,7.04,ask,3,a,1,3,7.4
task,ask,7,0,1,task,4,a,1,4,7.78,ask,3,a,1,3,7.4
glue,askew,1,0,1,glu,3,?,1,4,7.2,@.skju,5,?,2,5,11.53
grasp,asp,3,0,1,grasp,5,a,1,5,8.9,asp,3,a,1,3,8.6
wasp,asp,5,0,0,wAsp,4,A,1,4,7.08,asp,3,a,1,3,8.6
choir,aspire,1,0,1,kwaIr,4,aI,1,5,9.83,@.spaIr,5,aI,2,6,?
as,ass,11,0,0,az,2,a,1,2,10.87,as,2,a,1,3,8.3
ash,ass,1,0,0,aS,2,a,1,3,7.78,as,2,a,1,3,8.3
bass,ass,11,0,1,bes,3,e,1,4,7.4,as,2,a,1,3,8.3
brass,ass,12,0,1,bras,4,a,1,5,5,as,2,a,1,3,8.3
class,ass,3,0,1,klas,4,a,1,5,6.98,as,2,a,1,3,8.3
gas,ass,2,0,1,gas,3,a,1,3,8.45,as,2,a,1,3,8.3
glass,ass,5,0,1,glas,4,a,1,5,9.05,as,2,a,1,3,8.3
grass,ass,11,0,1,gras,4,a,1,5,7.86,as,2,a,1,3,8.3
jazz,ass,1,0,0,dZaz,3,a,1,4,?,as,2,a,1,3,8.3
last,ass,1,0,0,last,4,a,1,4,8.4,as,2,a,1,3,8.3
mass,ass,10,0,1,mas,3,a,1,4,7.57,as,2,a,1,3,8.3
salt,assault,1,0,1,sOlt,4,O,1,4,6.87,@.sOlt,5,O,2,7,?
badge,assemblage,1,0,0,badZ,3,a,1,5,4.66,@.sEm.blIdZ,8,E,3,10,?
hurt,assert,3,0,1,h3`t,3,3`,1,4,8.15,@.s3`t,4,3`,2,6,4.5
as,associate,1,0,0,az,2,a,1,2,10.87,@.so.si.et,7,o.,4,9,?
beige,assuage,1,0,1,beZ,3,e,1,5,4.95,@.swedZ,5,e,2,7,?
sue,assume,1,0,0,su,2,u,1,3,9.05,@.sum,4,u,2,6,8.8
whom,assume,1,0,1,hum,3,u,1,4,5.98,@.sum,4,u,2,6,8.8
as,asthma,1,0,0,az,2,a,1,2,10.87,az.m@,4,a,2,6,?
stray,astray,1,1,1,stre,4,?,1,5,6.2,@.stre,5,?,2,6,7.5
root,astute,1,0,1,rut,3,u,1,4,7.25,@.stut,5,u,2,6,?
aisle,asylum,1,0,0,aIl,2,aI,1,5,5.57,@.saI.l@m,6,aI.,3,6,?
bath,at,1,0,0,baT,3,a,1,4,7.34,at,2,a,1,2,10.8
bathe,at,1,0,0,beD,3,e,1,5,4.69,at,2,a,1,2,10.8
eat,at,1,0,0,it,2,i,1,3,8.49,at,2,a,1,2,10.8
fat,at,2,0,1,fat,3,a,1,3,8.57,at,2,a,1,2,10.8
gnat,at,2,0,1,nat,3,a,1,4,5.33,at,2,a,1,2,10.8
math,at,1,0,0,maT,3,a,1,4,8.07,at,2,a,1,2,10.8
pat,at,1,0,1,pat,3,a,1,3,8.73,at,2,a,1,2,10.8
rat,at,2,0,1,rat,3,a,1,3,8.28,at,2,a,1,2,10.8
snatch,at,1,0,0,snatS,4,a,1,6,5.09,at,2,a,1,2,10.8
squat,at,1,0,0,skwAt,5,A,1,5,5.77,at,2,a,1,2,10.8
suave,at,1,0,0,swAv,4,A,1,5,7.51,at,2,a,1,2,10.8
swath,at,1,0,0,swAT,4,A,1,5,4.48,at,2,a,1,2,10.8
watt,at,2,0,0,wAt,3,A,1,4,7.65,at,2,a,1,2,10.8
bait,ate,1,0,1,bet,3,e,1,4,7.75,et,2,e,1,3,8.2
date,ate,7,0,1,det,3,e,1,4,8.18,et,2,e,1,3,8.2
eat,ate,3,1,0,it,2,i,1,3,8.49,et,2,e,1,3,8.2
eight,ate,1,0,1,et,2,e,1,5,9.85,et,2,e,1,3,8.2
faith,ate,2,0,0,feT,3,e,1,5,6.15,et,2,e,1,3,8.2
fate,ate,6,0,1,fet,3,e,1,4,8.22,et,2,e,1,3,8.2
freight,ate,1,0,1,fret,4,e,1,7,?,et,2,e,1,3,8.2
gate,ate,4,0,1,get,3,e,1,4,8.03,et,2,e,1,3,8.2
great,ate,2,0,1,gret,4,e,1,5,5.25,et,2,e,1,3,8.2
hate,ate,5,0,1,het,3,e,1,4,8.18,et,2,e,1,3,8.2
late,ate,2,0,1,let,3,e,1,4,7.14,et,2,e,1,3,8.2
mate,ate,3,0,1,met,3,e,1,4,8.34,et,2,e,1,3,8.2
plate,ate,6,0,1,plet,4,e,1,5,7.02,et,2,e,1,3,8.2
rate,ate,7,0,1,ret,3,e,1,4,8.18,et,2,e,1,3,8.2
skate,ate,2,0,1,sket,4,e,1,5,8.27,et,2,e,1,3,8.2
state,ate,4,0,1,stet,4,e,1,5,7.32,et,2,e,1,3,8.2
wait,ate,1,0,1,wet,3,e,1,4,6.84,et,2,e,1,3,8.2
catch,attach,1,0,1,katS,3,a,1,5,7.78,@.tatS,4,a,2,6,10.7
hatch,attach,1,0,1,hatS,3,a,1,5,7.26,@.tatS,4,a,2,6,10.7
latch,attach,2,0,0,latS,3,a,1,5,7.23,@.tatS,4,a,2,6,10.7
match,attach,2,0,0,matS,3,a,1,5,7.73,@.tatS,4,a,2,6,10.7
scratch,attach,2,0,1,skratS,5,a,1,7,?,@.tatS,4,a,2,6,10.7
snatch,attach,1,0,1,snatS,4,a,1,6,5.09,@.tatS,4,a,2,6,10.7
stack,attach,1,0,0,stak,4,a,1,5,8.08,@.tatS,4,a,2,6,10.7
back,attack,1,0,1,bak,3,a,1,4,7.92,@.tak,4,a,2,6,8.9
crack,attack,1,0,1,krak,4,a,1,5,6.63,@.tak,4,a,2,6,8.9
jack,attack,2,0,1,dZak,3,a,1,4,8.82,@.tak,4,a,2,6,8.9
plaque,attack,1,0,1,plak,4,a,1,6,5.38,@.tak,4,a,2,6,8.9
quack,attack,1,0,1,kwak,4,a,1,5,9.34,@.tak,4,a,2,6,8.9
rack,attack,1,0,1,rak,3,a,1,4,8.88,@.tak,4,a,2,6,8.9
sack,attack,1,0,1,sak,3,a,1,4,8.48,@.tak,4,a,2,6,8.9
shack,attack,1,0,1,Sak,3,a,1,5,7.59,@.tak,4,a,2,6,8.9
snack,attack,3,0,1,snak,4,a,1,5,7.34,@.tak,4,a,2,6,8.9
tack,attack,1,0,1,tak,3,a,1,4,9.16,@.tak,4,a,2,6,8.9
whack,attack,2,0,1,hwak,4,a,1,5,6.06,@.tak,4,a,2,6,8.9
yak,attack,1,0,1,jak,3,a,1,3,6.7,@.tak,4,a,2,6,8.9
rain,attain,1,0,1,ren,3,e,1,4,8.13,@.ten,4,e,2,6,?
blend,attend,1,0,1,blEnd,5,E,1,5,6.57,@.tEnd,5,E,2,6,?
feud,attitude,1,0,0,fjud,4,u,1,4,8.7,a.4@.tud,6,a.4@.,3,8,7.33
mood,attitude,1,1,0,mud,3,u,1,4,8.7,a.4@.tud,6,a.4@.,3,8,7.33
rude,attitude,1,1,0,rud,3,u,1,4,7.94,a.4@.tud,6,a.4@.,3,8,7.33
draught,aught,1,0,1,draft,5,a,1,7,6.51,Ot,2,O,1,5,9.6
ant,aunt,1,0,1,ant,3,a,1,3,9.69,ant,3,a,1,4,7.1
gaunt,aunt,6,0,1,gOnt,4,O,1,5,4.98,ant,3,a,1,4,7.1
haunt,aunt,9,0,0,hOnt,4,O,1,5,4.12,ant,3,a,1,4,7.1
plant,aunt,1,0,0,plant,5,a,1,5,7.8,ant,3,a,1,4,7.1
taunt,aunt,5,0,1,tOnt,4,O,1,5,4.71,ant,3,a,1,4,7.1
want,aunt,2,0,1,wAnt,4,A,1,4,7.45,ant,3,a,1,4,7.1
void,avoid,13,0,1,vOId,3,OI,1,4,?,@.vOId,4,OI,2,5,3.5
hard,award,1,0,0,hArd,4,A,1,4,7.75,@.wOrd,5,O,2,5,7.9
quay,away,1,0,1,ki,2,i,1,4,6.53,@.we,3,e,2,4,6.7
stay,away,1,1,1,ste,3,?,1,4,7.38,@.we,3,e,2,4,6.7
gnaw,awe,1,0,1,nO,2,O,1,4,7.13,O,1,O,1,3,8.2
raw,awe,1,0,1,rO,2,O,1,3,7.98,O,1,O,1,3,8.2
saw,awe,2,0,1,sO,2,O,1,3,8.22,O,1,O,1,3,8.2
squaw,awe,2,0,1,skwO,4,?,1,5,6.27,O,1,O,1,3,8.2
thaw,awe,2,0,1,TO,2,O,1,4,8.46,O,1,O,1,3,8.2
squad,awed,1,0,1,skwAd,5,A,1,5,5.81,Od,2,O,1,4,5.3
awe,awesome,4,1,0,O,1,O,1,3,8.24,O.sm=,3,O.,2,7,?
awe,awful,1,0,0,O,1,O,1,3,8.24,O.fl=,3,O.,2,5,NULL
mile,awhile,2,0,1,maIl,3,aI,1,4,8.02,@.hwaIl,5,aI,2,6,?
pile,awhile,2,0,1,paIl,3,aI,1,4,7.57,@.hwaIl,5,aI,2,6,?
smile,awhile,1,0,1,smaIl,4,aI,1,5,5.37,@.hwaIl,5,aI,2,6,?
style,awhile,1,0,1,staIl,4,aI,1,5,6.1,@.hwaIl,5,aI,2,6,?
gawk,awkward,4,0,0,gOk,3,O,1,4,4.9,O.kw@`d,5,O.,2,7,?
hawk,awkward,3,0,0,hOk,3,O,1,4,6.89,O.kw@`d,5,O.,2,7,?
squawk,awkward,1,0,0,skwOk,5,O,1,6,3,O.kw@`d,5,O.,2,7,?
dawn,awning,1,0,0,dOn,3,O,1,4,8.03,O.nIN,4,O.,2,6,4.4
pawn,awning,1,0,0,pOn,3,O,1,4,6.94,O.nIN,4,O.,2,6,4.4
yawn,awning,2,0,0,jOn,3,O,1,4,6.12,O.nIN,4,O.,2,6,4.4
have,ax,1,0,0,hav,3,a,1,4,7.5,aks,3,a,1,2,10.8
hoax,ax,1,0,0,hoks,4,o,1,4,5.41,aks,3,a,1,2,10.8
ox,ax,3,0,0,Aks,3,A,1,2,10.29,aks,3,a,1,2,10.8
tax,ax,3,0,1,taks,4,a,1,3,8.22,aks,3,a,1,2,10.8
wax,ax,4,0,1,waks,4,a,1,3,9.24,aks,3,a,1,2,10.8
ax,axe,5,0,1,aks,3,a,1,2,10.8,aks,3,a,1,3,8.7
tax,axe,3,0,1,taks,4,a,1,3,8.22,aks,3,a,1,3,8.7
wax,axe,4,0,1,waks,4,a,1,3,9.24,aks,3,a,1,3,8.7
ax,axiom,1,0,0,aks,3,a,1,2,10.8,ak.si@m,6,a,2,5,?
moon,baboon,1,0,1,mun,3,u,1,4,7.16,b@.bun,5,u,2,6,?
bay,baby,1,0,0,be,2,e,1,3,9.65,be.bi,4,e.,2,4,7
ache,back,1,1,0,ek,2,e,1,4,6.82,bak,3,a,1,4,7.9
bake,back,1,0,0,bek,3,e,1,4,8.41,bak,3,a,1,4,7.9
bask,back,1,0,0,bask,4,a,1,4,7.81,bak,3,a,1,4,7.9
black,back,6,0,1,blak,4,a,1,5,7.25,bak,3,a,1,4,7.9
cab,back,1,0,0,kab,3,a,1,3,8.3,bak,3,a,1,4,7.9
crack,back,3,0,1,krak,4,a,1,5,6.63,bak,3,a,1,4,7.9
fact,back,1,0,0,fakt,4,a,1,4,8.71,bak,3,a,1,4,7.9
